㔂	lân
入厝	li̍p-tshù
入去	ji̍p-khì
入去	li̍p-khì
入土	ji̍p-thóo
入土	li̍p-thóo
入場	ji̍p-tiûnn
入場	li̍p-tiûnn
入學	ji̍p-o̍h
入學	li̍p-o̍h
入心	ji̍p-sim
入心	li̍p-sim
入教	ji̍p-kàu
入教	li̍p-kàu
入木	ji̍p-bo̍k
入木	li̍p-bo̍k
入殮	ji̍p-liām
入殮	li̍p-liām
入耳	ji̍p-ní
入耳	li̍p-ní
入聲	ji̍p-siann
入聲	li̍p-siann
入選	ji̍p-suán
入選	li̍p-suán
入門	ji̍p-mn̂g
入門	li̍p-mn̂g
入院	ji̍p-īnn
入院	li̍p-īnn
內	lāi
內䘥仔	lāi-kah-á
內傷	lāi-siong
內公	lāi-kong
祖父    lāi-kong
爺爺    a-kong
阿公    a-kong
內地	lāi-tē
內地	lāi-tuē
內場	lāi-tiûnn
內外	lāi-guā
內套	lāi-thò
內奶	lāi-ling
內奶	lāi-ni
內媽	lāi-má
祖母    lāi-má
奶奶    a-má
阿媽    a-má
內孫	lāi-sun
內容	luē-iông
內山	lāi-suann
內山斗底	lāi-suann-táu-té
內山斗底	lāi-suann-táu-tué
內底	lāi-té
內底	lāi-tué
內心	luē-sim
內情	luē-tsîng
內才	lāi-tsâi
內政	luē-tsìng
內科	lāi-kho
內籬仔	lāi-lî-á
內行	lāi-hâng
內行的	lāi-hâng--ê
內衫	lāi-sann
內裡	lāi-lí
內部	luē-pōo
內閣	luē-koh
內面	lāi-bīn
全	tsuân
全然	tsuân-jiân
全然	tsuân-liân
兩	lióng
兩光	lióng-kong
兩爿	nn̄g-pîng
八	pat
八仙	pat-sian
八仙桌	pat-sian-toh
尪架桌  ang-kè-toh
頂下桌  tíng-ē toh
八仙綵	pat-sian-tshái
八卦	pat-kuà
八字	peh-jī
八字	pueh-lī
八字跤	pat-jī-kha
八字跤	pat-lī-kha
八家將	pat-ka-tsiòng
八珍	pat-tin
八角	peh-kak
八角	pueh-kak
公	kang
公事	kong-sū
公債	kong-tsè
公元	kong-guân
公共	kong-kiōng
公分	kong-pun
公園	kong-hn̂g
公婆	kong-pô
公媽	kong-má
公學校	kong-ha̍k-hāu
公家	kong-ka
公寓	kong-gū
公平	kong-pênn
公平	kong-pînn
公所	kong-sóo
公文	kong-bûn
公斤	kong-kin
公斤	kong-kun
公母	kang-bó
公民	kong-bîn
公用	kong-iōng
公的	kang--ê
公眾	kong-tsiòng
公親	kong-tshin
公費	kong-huì
公路	kong-lōo
公道	kong-tō
公道人	kong-tō-lâng
公里	kong-lí
公開	kong-khai
公館	kong-kuán
六	la̍k
六合	lio̍k-ha̍p
六書	lio̍k-su
六月冬	la̍k-gue̍h-tang
六月冬	la̍k-ge̍h-tang
六月天	la̍k-gue̍h-thinn
六月天	la̍k-ge̍h-thinn
六法全書	Lio̍k-huat-tsuân-su
六畜	lio̍k-thiok
共	kā
共產	kiōng-sán
兵	ping
兵仔	ping-á
其	kî
其中	kî-tiong
其他	kî-thann
其實	kî-si̍t
具	khū
具體	kū-thé
典	tián
典禮	tián-lé
兼	kiam
兼任	kiam-jīm
兼任	kiam-līm
兼職	kiam-tsit
兼顧	kiam-kòo
冇	phànn
冇手	phànn-tshiú
冇數	phànn-siàu
冇炭	phànn-thuànn
冇石仔	phànn-tsio̍h-á
冇粟	phànn-tshik
冇蟳	phànn-tsîm
冊	tsheh
冊包	tsheh-pau
冊局	tsheh-kio̍k
冊店	tsheh-tiàm
冊房	tsheh-pâng
冊架仔	tsheh-kè-á
冊櫥	tsheh-tû
冊疊仔	tsheh-thiap-á
再	tsài
再三	tsài-sann
再會	tsài-huē
再版	tsài-pán
冒險	mōo-hiám
冗	līng
冗剩	liōng-siōng
冗早	liōng-tsá
冠	kuan
冠軍	kuan-kun
冤	uan
冤仇	uan-siû
冤仇人	uan-siû-lâng
冤家	uan-ke
冤家量債	uan-ke-niû-tsè
冤屈	uan-khut
冤枉	uan-óng
冤魂	uan-hûn
冥婚	bîng-hun
娶神主牌仔  tshuā-sîn-tsú-pâi-á
冬	tang
冬天	tang-thinn
冬尾	tang-bué
殘冬    tshân-tang
年尾    nî-bué
冬瓜	tang-kue
冬瓜茶	tang-kue-tê
冬筍	tang-sún
冬節圓	tang-tseh-înn
冬節圓	tang-tsueh-înn
冬粉	tang-hún
冬菜	tang-tshài
冰	ping
冰枝	ping-ki
冰礤	ping-tshuah
冰箱	ping-siunn
冰糖	ping-thn̂g
冰角	ping-kak
冷	líng
冷吱吱	líng-ki-ki
冷嗽	líng-sàu
冷氣	líng-khì
冷靜	líng-tsīng
准	tsún
凊	tshìn
凊彩	tshìn-tshái
凊心	tshìn-sim
凊汗	tshìn-kuānn
凊糜	tshìn-muê
凊糜	tshìn-bê
凊飯	tshìn-pn̄g
凌勒	lîng-lik
凌治	lîng-tī
凌遲	lîng-tî
凍	tàng
凍喙齒	tàng-tshuì-khí
凍舌	tàng-tsi̍h
凍霜	tàng-sng
凍露水	tàng-lōo-tsuí
凝	gîng
凝心	gîng-sim
凝血	gîng-hueh
凝血	gîng-huih
凡	huân
凡勢	huān-sè
凶	hiong
凶年	hiong-nî
凶煞	hiong-suah
凹	nah
凹落去	nah--lo̍h-khì
凹鼻	nah-phīnn
出	tshut
出丁	tshut-ting
出世	tshut-sì
出來	tshut--lâi
出價	tshut-kè
出入	tshut-ji̍p
出入	tshut-li̍p
出力	tshut-la̍t
出勤	tshut-khîn
出勤	tshut-khûn
出口	tshut-kháu
出名	tshut-miâ
出喙	tshut-tshuì
出土	tshut-thóo
出在	tshut-tsāi
出場	tshut-tiûnn
出外	tshut-guā
出嫁	tshut-kè
出家	tshut-ke
出山	tshut-suann
出巡	tshut-sûn
出差	tshut-tshai
出帆	tshut-phâng
出師	tshut-sai
出席	tshut-si̍k
出張	tshut-tiunn
出手	tshut-tshiú
出擢	tshut-tioh
出業	tshut-gia̍p
出氣	tshut-khuì
出水	tshut-tsuí
出港	tshut-káng
出版	tshut-pán
出珠	tshut-tsu
出現	tshut-hiān
出產	tshut-sán
出癖	tshut-phia̍h
出租	tshut-tsoo
出聲	tshut-siann
出脫	tshut-thuat
出膿	tshut-lâng
出色	tshut-sik
出賣	tshut-bē
出賣	tshut-buē
出路	tshut-lōo
出身	tshut-sin
出運	tshut-ūn
出酒	tshut-tsiú
出門	tshut-mn̂g
出頭	tshut-thâu
出頭天	tshut-thâu-thinn
出風頭	tshut-hong-thâu
出馬	tshut-má
刀	to
刀仔	to-á
刀喙	to-tshuì
刀柄	to-pènn
刀柄	to-pìnn
刀石	to-tsio̍h
刀砧	to-tiam
刀肉	to-bah
刀銎	to-khing
刀鋩	to-mê
刀鋩	to-mî
刁	tiau
刁古董	tiau-kóo-tóng
刁工	thiau-kang
刁意故	thiau-ì-kòo
刁持	tiau-tî
刁故意	tiau-kòo-ì
刁難	thiau-lân
分	hun
分伻	pun-phenn
分別	hun-pia̍t
分寸	hun-tshùn
分張	pun-tiunn
分攤	hun-thuann
分散	hun-suànn
分數	hun-sòo
分明	hun-bîng
分派	hun-phài
分發	hun-huat
分的	pun--ê
分身	hun-sin
分配	hun-phuè
分配	hun-phè
分錢	pun-tsînn
分鐘	hun-tsing
分開	hun-khui
分類	hun-luī
切	tshiat
切手	tshiat-tshiú
刊	khan
刐	táinn
刑	hîng
刑事	hîng-sū
民事    bîn-sū
刑罰	hîng-hua̍t
划	kò
划船	kò-tsûn
列	lia̍t
列車	lia̍t-tshia
刜	phut
初	tshe
初	tshue
初一	tshe-it
初一	tshue-it
初初	tshoo-tshoo
初步	tshoo-pōo
初級	tshoo-kip
初見面	tshoo-kìnn-bīn
刣	thâi
刣死	thâi--sí
刣雞教猴	thâi-ke-kà-kâu
刣雞教猴	thâi-kue-kà-kâu
刣頭	thâi-thâu
判	phuànn
判官	phuànn-kuann
判斷	phuànn-tuàn
判決	phuànn-kuat
判罪	phuànn-tsuē
別	pa̍t
別个	pa̍t-ê
別人	pa̍t-lâng
別位	pa̍t-uī
別搭	pa̍t-tah
別日	pa̍t-ji̍t
別日	pa̍t-li̍t
別日仔	pa̍t-ji̍t-á
別日仔	pa̍t-li̍t-á
別款	pa̍t-khuán
別莊	pia̍t-tsong
別項	pa̍t-hāng
利	lāi
利便	lī-piān
利息	lī-sik
利用	lī-iōng
利益	lī-ik
利純	lī-sûn
刮	kueh
刮	kuih
到	kàu
到今	kàu-tann
到位	kàu-uī
到分	kàu-hun
到地	kàu-tè
到尾	kàu-bué
到尾	kàu-bé
到底	tàu-té
到底	tàu-tué
到手芳	tò-tshiú-phang
到時	kàu-sî
到期	kàu-kî
到站	kàu-tsām
制	tsè
制定	tsè-tīng
制度	tsè-tōo
制服	tsè-ho̍k
券	kǹg
刺	tshì
刺䲅	tshì-kui
刺仔	tshì-á
刺字	tshiah-jī
刺字	tshiah-lī
刺探	tshì-thàm
刺查某	tshiah-tsa-bóo
刺毛蟲	tshì-môo-thâng
刺波	tshì-pho
刺激	tshì-kik
刺瓜仔	tshì-kue-á
刺疫	tshiah-ia̍h
刺竹	tshì-tik
刺竹筍	tshì-tik-sún
酸筍    sng-sún
刺繡	tshiah-siù
刺耙耙	tshiah-pê-pê
刺膨紗	tshiah-phòng-se
刺花	tshiah-hue
刺酸	tshiah-sng
刺鑿	tshì-tsha̍k
刻	khik
刻印仔	khik-ìn-á
剁	tok
剃	thì
剃頭	thì-thâu
剃頭刀	thì-thâu-to
剃頭店	thì-thâu-tiàm
剉	tshò
剉柴	tshò-tshâ
削	siah
削削叫	siah-siah-kiò
剋	khik
前	tsiân
前世	tsîng-sì
前世人	tsîng-sì-lâng
前人囝	tsîng-lâng-kiánn
前因後果	tsiân-in-hiō-kó
前年	tsûn--nî
前後	tsîng-āu
前擴	tsîng-khok
前日	tsîng-ji̍t
前日	tsîng-li̍t
前某	tsîng-bóo
前科	tsiân-kho
前翁	tsîng-ang
前謝	tsîng-siā
前身	tsiân-sin
前輩	tsiân-puè
前途	tsiân-tôo
前金	tsiân-kim
前驛	tsîng-ia̍h
剔	thak
剝	pak
剝皮	pak-phuê
剝皮	pak-phê
剪	tsián
剪仔龜	tsián-á-ku
剪布	tsián-pòo
剪絨仔花	tsián-jiông-á-hue
剪絨仔花	tsián-liông-á-hue
剪綹仔	tsián-liú-á
剪蟲	tsián-thâng
副	hù
副手	hù-tshiú
副本	hù-pún
副業	hù-gia̍p
割	kuah
割價	kuah-kè
割包	kuah-pau
刈包    kuah-pau
虎咬豬  hóo-kā-ti
割喉	kuah-âu
割稻仔	kuah-tiū-á
割稻仔尾	kuah-tiū-á-bué
割稻仔尾	kuah-tiū-á-bé
割耙	kuah-pē
割肉	kuah-bah
割貨	kuah-huè
割貨	kuah-hè
割金	kuah-kim
割香	kuah-hiunn
創	tshong
創景	tshòng-kíng
創業	tshòng-gia̍p
創治	tshòng-tī
創空	tshòng-khang
創舉	tshòng-kí
創舉	tshòng-kú
創辦	tshòng-pān
創造	tshòng-tsō
剷	thuánn
剷草	thuánn tsháu
剺	le̍h
剺破	lì-phuà
剺肚	le̍h tōo
剾	khau
剾仔	khau-á
剾刀	khau-to
剾刀花	khau-to-hue
剾刀蔫	khau-to-lian
剾削	khau-siah
剾洗	khau-sé
剾洗	khau-sué
剾痧	khau-sua
剾皮	khau phuê
剾皮	khau phê
剾風	khau-hong
剿	tsâu
劃	ue̍h
劃	ui̍h
劇	kio̍k
劇場	kio̍k-tiûnn
劌	kuì
劍	kiàm
劍竹	kiàm-tik
劍筍	kiàm-sún
力	la̍t
力草	la̍t-tsháu
力量	li̍k-liōng
力頭	la̍t-thâu
功	kong
功勞	kong-lô
功德	kong-tik
功效	kong-hāu
功課	kong-khò
加	ka
加倍	ka-puē
加工	ke-kang
加強	ka-kiông
加擔	ka-tann
加油站	ka-iû-tsām
加添	ka-thiam
加減	ke-kiám
加網魚	ka-bāng-hî
加網魚	ka-bāng-hû
加薦仔	ka-tsì-á
加話	ke-uē
加講話	ke-kóng-uē
加車	ka-tshia
加轆仔	ka-lak-á
加鵻	ka-tsui
助	tsōo
助教	tsōo-kàu
助產士	tsōo-sán-sū
努力	lóo-li̍k
劫	kiap
劫數	kiap-sòo
勇	ióng
勇健	ióng-kiānn
勇敢	ióng-kám
勇氣	ióng-khì
勉勵	bián-lē
勉強	bián-kióng
勍	khiang
勍仔	khiang-á
勒	li̍k
動	tāng
動作	tōng-tsok
動員	tōng-uân
動土	tāng-thóo
動工	tāng-kang
動手	tāng-tshiú
動搖	tōng-iâu
動機	tōng-ki
動物	tōng-bu̍t
動產	tōng-sán
動箸	tāng-tī
動箸	tāng-tū
動靜	tōng-tsīng
勘驗	kham-giām
務	bū
勝利	sìng-lī
勞	lô
勞力	lóo-la̍t
勞動	lô-tōng
勞工	lô-kang
勞心	lô-sim
勞煩	lô-huân
募	bōo
募捐	bōo-kuan
募集	bōo-tsi̍p
勢	sè
勢力	sè-li̍k
勢面	sè-bīn
勢頭	sè-thâu
勤儉	khîn-khiām
勤儉	khûn-khiām
勤務	khîn-bū
勤務	khûn-bū
勥	khiàng
勥跤	khiàng-kha
勸	khǹg
勸和	khǹg-hô
勸善	khuàn-siān
勸解	khuàn-kái
勻	ûn
勻仔是	ûn-á-sī
勻勻仔	ûn-ûn-á
勻勻仔火	ûn-ûn-á-hué
勻勻仔火	ûn-ûn-á-hé
勼	kiu
勼手	kiu-tshiú
勼水	kiu-tsuí
勼跤	kiu-kha
勼跤勼手	kiu-kha-kiu-tshiú
勾	kau
勾引	kau-ín
勾結	kau-kiat
包	pau
包仔	pau-á
包圍	pau-uî
包種茶	pau-tsióng-tê
包穡頭	pau-sit-thâu
包穩	pau-ún
包袱仔	pau-ho̍k-á
包袱巾	pau-ho̍k-kin
包袱巾	pau-ho̍k-kun
包裝	pau-tsong
包裹	pau-kó
包贌	pau-pa̍k
包贏	pau-iânn
包辦	pau-pān
包領	pau-niá
包飯	pau-pn̄g
包飼的	pau-tshī--ê
包餡	pau-ānn
匏	pû
匏仔	pû-á
匏桸	pû-hia
化	hua
化學	huà-ha̍k
化緣	huà-iân
化身	huà-sin
化驗	huà-giām
北	pak
北京	Pak-kiann
北極	pak-ki̍k
北爿	pak-pîng
北管	pak-kuán
北部	pak-pōo
匙	sî
匠	tshiūnn
匪	huí
匪類	huí-luī
匯	huē
匯票	huē-phiò
匹	phit
匼	khap
匾	pián
區	khu
區公所	khu-kong-sóo
區別	khu-pia̍t
區域	khu-hi̍k
十	tsa̍p
十一哥	tsa̍p-it-ko
十二分	tsa̍p-jī-hun
十二分	tsa̍p-lī-hun
十二指腸	si̍p-jī-tsí-tn̂g
十二指腸	si̍p-lī-tsí-tn̂g
十二生相	tsa̍p-jī senn-siùnn
十二生相	tsa̍p-lī sinn-siùnn
十全	tsa̍p-tsn̂g
十八變	tsa̍p-peh-piàn
十八變	tsa̍p-pueh-piàn
十八骰仔	si̍p-pat-tâu-á
十字架	si̍p-jī-kè
十字架	si̍p-lī-kè
十字路	si̍p-jī-lōo
十字路	si̍p-lī-lōo
十花五色	tsa̍p-hue-gōo-sik
十足	tsa̍p-tsiok
千	tshian
千千萬萬	tshian-tshian-bān-bān
千斤秤	tshian-kin-tshìn
千斤秤	tshian-kun-tshìn
千萬	tshian-bān
千里眼	Tshian-lí-gán
千里鏡	tshian-lí-kiànn
千金	tshian-kim
千金譜	Tshian-kim-phóo
升	tsin
午	gōo
午時	gōo-sî
午時水	gōo-sî-tsuí
半	puàn
半䖙倒	puànn-the-tó
半丁	puànn-ting
半世人	puànn-sì-lâng
半中央	puànn-tiong-ng
半中站	puànn-tiong-tsām
半仙	puàn-sian
半信半疑	puàn-sìn-puàn-gî
半價	puànn-kè
半天筍	puàn-thian-sún
半奸忠	puànn-kan-tiong
半子	puàn-tsú
半小死	puànn-sió-sí
半工	puànn-kang
半日	puànn-ji̍t
半日	puànn-li̍t
半晝	puànn-tàu
半晡	puànn-poo
半暝	puànn-mê
半暝	puànn-mî
半月日	puànn gue̍h-ji̍t
半月日	puànn ge̍h-li̍t
半桶屎	puànn-tháng-sái
半桶師仔	puànn-tháng-sai-á
半樓仔	puànn-lâu-á
半燒冷	puànn-sio-líng
半生熟	puànn-tshenn-si̍k
半生熟	puànn-tshinn-si̍k
半空中	puànn-khong-tiong
半節	puànn-tsat
半精白	puànn-tsiann-pe̍h
半老老	puànn-ló-lāu
半路	puànn-lōo
半路師	puànn-lōo-sai
半身	puànn-sin
半遂	puàn-suī
半陰陽仔	puànn-iam-iûnn-á
卌	sì-tsa̍p
四十	sì-tsa̍p
卑賤	pi-tsiān
卑鄙	pi-phí
卒	tsut
卒仔	tsut-á
協力	hia̍p-li̍k
協助	hia̍p-tsōo
協同	hia̍p-tông
協會	hia̍p-huē
協約	hia̍p-iok
協調	hia̍p-tiau
協議	hia̍p-gī
協辦	hia̍p-pān
南	lâm
南北二路	lâm-pak-jī-lōo
南北二路	lâm-pak-lī-lōo
南極	lâm-ki̍k
南洋	Lâm-iûnn
南爿	lâm-pîng
南管	lâm-kuán
南路鷹	lâm-lōo-ing
博	phok
博士	phok-sū
博士博	phok-sū-phok
博愛	phok-ài
博物	phok-bu̍t
博物館	phok-bu̍t-kuán
卜	poh
卜卦	pok-kuà
占	tsiàm
占贏	tsiàm-iânn
卡	khah
卡片	khah-phìnn
卡車	khah-tshia
卦	kuà
卯	báu
卯喙	mauh-tshuì
卯死矣	báu--sí--ah
印	ìn
印仔	ìn-á
印刷	ìn-suat
印堂	ìn-tông
印色	ìn-sik
印象	ìn-siōng
印鑑	ìn-kàm
危急	guî-kip
危機	guî-ki
危險	guî-hiám
即時	tsik-sî
卵	nn̄g
卵仁	nn̄g-jîn
卵仁	nn̄g-lîn
卵包	nn̄g-pau
卵殼	nn̄g-khak
卵清	nn̄g-tshing
卵白質	nn̄g-pe̍h-tsit
卷	kńg
卷宗	kuàn-tsong
卸	sià
卸世卸眾	sià-sì-sià-tsìng
卸世眾	sià-sì-tsìng
卸祖公	sià-tsóo-kong
卸貨	sià-huè
卸貨	sià-hè
卸貨底	sià-huè-té
卸貨底	sià-hè-tué
卸責任	sià-tsik-jīm
卸責任	sià-tsik-līm
卸面皮	sià-bīn-phuê
卸面皮	sià-bīn-phê
卻	khiok
卻是	khiok-sī
厄	eh
厘	lî
厚	kāu
薄  po̍h
厚子	kāu tsí
厚尿	kāu-jiō
厚尿	kāu-liō
厚屎	kāu-sái
厚屎尿	kāu-sái-jiō
厚屎尿	kāu-sái-liō
厚工	kāu-kang
厚性地	kāu-sìng-tē
厚性地	kāu-sìng-tuē
厚操煩	kāu-tshau-huân
厚沙屑	kāu-sua-sap
厚禮數	kāu-lé-sòo
厚紙坯	kāu-tsuá-phue
厚紙坯	kāu-tsuá-phe
厚薄	kāu-po̍h
厚薰	kāu-hun
厚行	kāu-hīng
厚話	kāu-uē
厚話屎	kāu-uē-sái
厚譴損	kāu-khiàn-sńg
厚酒	kāu tsiú
厚重	kāu-tāng
厚面皮	kāu-bīn-phuê
厚面皮	kāu-bīn-phê
厝	tshù
厝主	tshù-tsú
厝內	tshù-lāi
厝地	tshù-tē
厝地	tshù-tuē
厝場	tshù-tiûnn
厝契	tshù-khè
厝契	tshù-khuè
厝宅	tshù-the̍h
厝尾頂	tshù-bué-tíng
厝尾頂	tshù-bé-tíng
厝瓦	tshù-hiā
厝稅	tshù-suè
厝稅	tshù-sè
厝裡	tshù--lí
厝裡	tshù--nih
厝角頭	tshù-kak-thâu
厝角鳥仔	tshù-kak-tsiáu-á
厝跤	tshù-kha
厝邊	tshù-pinn
厝邊兜	tshù-pinn-tau
厝邊隔壁	tshù-pinn-keh-piah
厝邊頭尾	tshù-pinn-thâu-bué
厝邊頭尾	tshù-pinn-thâu-bé
厝頂	tshù-tíng
厝頭家	tshù-thâu-ke
原位	guân-uī
原價	guân-kè
原全	guân-tsuân
原則	guân-tsik
原告	guân-kò
原在	guân-tsāi
原子筆	guân-tsú-pit
原底	guân-té
原底	guân-tué
原形	guân-hîng
原性	guân-sìng
原料	guân-liāu
原早	guân-tsá
原本	guân-pún
原理	guân-lí
原諒	guân-liōng
原頭	guân-thâu
厭	ià
厭氣	iàn-khì
厭𤺪	ià-siān
厲害	lī-hāi
去	uân
會  ē
袂  bē
去了了	khì-liáu-liáu
去倒	khì-tò
去傷解鬱	khì-siong-kái-ut
參	tsham
參仔	sim-á
參仔氣	sim-á-khuì
參加	tsham-ka
參考冊	tsham-khó-tsheh
參茸	sim-jiông
參茸	sim-liông
參詳	tsham-siông
又	iū
又閣	iū-koh
叉	tshe
及時	ki̍p-sî
及格	ki̍p-keh
友	iú
友的	iú--ê
反	huán
反來反去	píng-lâi-píng-khì
反倒轉	huán-tò-tńg
反僥	huán-hiau
反口供	huán-kháu-king
反天	huán-thinn
反對	huán-tuì
反常	huán-siông
反形	huán-hîng
反悔	huán-hué
反應	huán-ìng
反抗	huán-khòng
反桌	píng-toh
反正	huán-tsìng
反爿	píng-pîng
反症	huán-tsìng
反白睚	píng-pe̍h-kâinn
反目	huán-bo̍k
反省	huán-síng
反種	huán-tsíng
反肚	píng-tōo
反肚痧	píng-tōo-sua
反背	huán-puē
反腹	píng-pak
反船	píng-tsûn
反變	píng-pìnn
反起反倒	huán-khí-huán-tó
反車	píng-tshia
反輾轉	píng-liàn-tńg
叔	tsik
叔伯兄弟	tsik-peh-hiann-tī
叔伯姊妹	tsik-peh-tsí-muē
叔伯姊妹	tsik-peh-tsí-bē
叔伯的	tsik-peh--ê
叔公	tsik-kong
叔孫	tsik-sun
取	tshú
取消	tshú-siau
取締	tshú-tè
受	siū
受債	siū-tsè
受害	siū-hāi
受氣	siū-khì
受當袂起	siū-tong-bē-khí
受當袂起	siū-tong-buē-khí
受罪	siū-tsuē
受苦	siū-khóo
受袂起	siū-bē-khí
受袂起	siū-buē-khí
口	kháu
口供	kháu-king
口座	kháu-tsō
口氣	kháu-khì
口灶	kháu-tsàu
口琴	kháu-khîm
口白	kháu-pe̍h
口試	kháu-tshì
口面	kháu-bīn
口音	kháu-im
口頭	kháu-thâu
古	kóo
古冊	kóo-tsheh
古意	kóo-ì
古意人	kóo-ì-lâng
古早	kóo-tsá
古書	kóo-tsu
古板	kóo-pán
古物商	kóo-bu̍t-siong
古董	kóo-tóng
古蹟	kóo-tsik
古錐	kóo-tsui
句	kù
句讀	kù-tāu
另外	līng-guā
另日	līng-ji̍t
另日	līng-li̍t
叨	lo
叩	khàu
叩謝	khàu-siā
叩頭	khàu-thâu
叩首	khiò-siú
只	tsí
只好	tsí-hó
只是	tsí-sī
只要	tsí-iàu
叫	kiò
叫做	kiò-tsò
叫做	kiò-tsuè
叫客	kiò-kheh
叫是	kiò-sī
叫毋敢	kiò-m̄-kánn
叫苦	kiò-khóo
叫菜	kiò-tshài
叫門	kiò-mn̂g
召鏡	tiàu-kiànn
召集	tiàu-tsi̍p
叮	ting
可	khó
可取	khó-tshú
可可仔	khoo-khóo-ah
可怕	khó-phà
可惜	khó-sioh
可惡	khó-ònn
可惱	khó-náu
可愛	khó-ài
可憐	khó-liân
可憐代	khó-liân-tāi
可比	khó-pí
可疑	khó-gî
可能	khó-lîng
可靠	khó-khò
台	tâi
司儀	su-gî
司公	sai-kong
司公仔象桮	sai-kong-á-siūnn-pue
司公壇	sai-kong-tuânn
司公鈃	sai-kong-giang
司奶	sai-nai
司機	su-ki
司法	su-huat
各人	kok-lâng
各位	kok-uī
各樣	koh-iūnn
各種	kok-tsióng
各馝	kok-pih
合	ha̍h
合併	ha̍p-pìng
合倚	ha̍p-uá
合力	ha̍p-li̍k
合唱	ha̍p-tshiùnn
合喙	ha̍p-tshuì
合奏	ha̍p-tsàu
合家	ha̍p-ka
合掌	ha̍p tsióng
合格	ha̍p-keh
合法	ha̍p-huat
合理	ha̍p-lí
合用	ha̍h-īng
合算	ha̍p-sǹg
合約	ha̍p-iok
合股	ha̍p-kóo
合該	ha̍p-kai
合軀	ha̍h-su
合辦	ha̍p-pān
吉	kiat
吉兆	kiat-tiāu
吉凶	kiat-hiong
吉日	kiat-ji̍t
吉日	kiat-li̍t
吉普	jì-puh
吉祥	kiat-siông
吊	tiàu
吊傷	tiàu-siong
吊大筒	tiàu tuā-tâng
吊槔	tiàu-oo
吊橋	tiàu-kiô
吊死	tiàu--sí
吊猴	tiàu-kâu
吊癀	tiàu-hông
吊籃	tiàu-nâ
吊脰	tiàu-tāu
吊膏	tiàu-ko
吊車	tiàu-tshia
吊車尾	tiàu-tshia-bué
吊車尾	tiàu-tshia-bé
吊頷	tiàu-ām
吊鬼仔	tiàu-kuí-á
吊鼎	tiàu-tiánn
同	tông
同事	tông-sū
同姒仔	tâng-sāi-á
同學	tông-ha̍k
同居	tông-ki
同居	tông-ku
同年	tâng-nî
同心	tông-sim
同志	tông-tsì
同情	tông-tsîng
同意	tông-ì
同感	tông-kám
同時	tông-sî
同窗	tông-tshong
同胞	tông-pau
同門	tâng-mn̂g
同齊	tâng-tsê
名	bîng
名冊	miâ-tsheh
名利	bîng-lī
名單	miâ-tuann
名字	miâ-jī
名字	miâ-lī
名望	bîng-bōng
名片	bîng-phìnn
名產	bîng-sán
名簿	miâ-phōo
名聲	miâ-siann
名額	miâ-gia̍h
吐	thóo
吐吐	thóo-thóo
吐大氣	thóo-tuā-khuì
吐憐涎	thòo-liân-siân
吐氣	thóo-khuì
吐目	thóo-ba̍k
吐穗	thòo-suī
吐肉箭	thóo-bah-tsìnn
吐腸頭	thóo-tn̂g-thâu
吐舌	thóo-tsi̍h
吐血	thòo-hueh
吐血	thòo-huih
向	ànn
向前	hiòng-tsiân
向向	hiànn-hiànn
向善	hiòng-siān
向時	hiàng-sî
向望	ǹg-bāng
向腰	ànn-io
君	kun
君子	kun-tsú
君王	kun-ông
吞	thun
吞忍	thun-lún
吟	gîm
吠	puī
吩咐	huan-hù
含	kâm
含冤	hâm-uan
含梢	hâm-sau
含血霧天	kâm-hueh-bū-thinn
含血霧天	kâm-huih-bū-thinn
吭	khngh
吭跤翹	khōng-kha-khiàu
吮	tshńg
吱	ki
吵	tshá
吵家抐宅	tshá-ke-lā-the̍h
吵家抐計	tshá-ke-lā-kè
吵抐	tshá-lā
吵鬧	tshá-nāu
吶	nā
吸	khip
吸石	khip-tsio̍h
吹	tshue
吹	tshe
吹狗螺	tshue-káu-lê
吹狗螺	tshe-káu-lê
吹風	tshue-hong
吹風	tshe-hong
吹風機	tshue-hong-ki
吹風機	tshe-hong-ki
吼	háu
呂洞賓	Lī Tōng-pin
呂洞賓	Lū Tōng-pin
呃	eh
呆	tai
告	kò
